player_id,total_finishing,total_chance_creation,total_ball_progression,total_dribbling,total_ball_winning,total_defensive_actions,total_passing_accuracy,total_long_passing,total_events,matches_played,player_name,position,season_avg_x,events_per_match,estimated_minutes_per_match,estimated_total_minutes,finishing_per90,chance_creation_per90,ball_progression_per90,dribbling_per90,ball_winning_per90,defensive_actions_per90,passing_accuracy_per90,long_passing_per90,finishing_rating,chance_creation_rating,ball_progression_rating,dribbling_rating,ball_winning_rating,defensive_actions_rating,passing_accuracy_rating,long_passing_rating,overall_rating,within_position_overall
3989,0.0,3.0,889.5,142.5,3.0,85.1,347.9,184.0,3271,31,Finn Dahmen,defender,-37.86474908200734,105.51612903225806,90.0,2790.0,0.0,0.0967741935483871,28.693548387096776,4.596774193548387,0.0967741935483871,2.7451612903225806,11.22258064516129,5.935483870967742,,,55.9,,15.7,22.5,19.6,64.7,28.6,24.5
49447,22.2,72.0,1030.5,125.5,426.0,417.5,1086.8,171.0,5600,30,Tuta,defender,-12.01521582733813,186.66666666666666,90.0,2700.0,0.7400000000000001,2.4000000000000004,34.35,4.183333333333334,14.2,13.916666666666666,36.22666666666667,5.7,,,72.5,,84.3,66.7,88.2,59.8,75.8,83.8
50078,11.9,88.0,983.5,99.0,297.0,395.7,1235.9,194.0,5876,26,Hiroki Ito,defender,-10.444847034694924,226.0,90.0,2340.0,0.45769230769230773,3.3846153846153846,37.82692307692308,3.807692307692308,11.423076923076923,15.21923076923077,47.53461538461539,7.461538461538462,,,84.3,,62.7,75.5,97.0,73.5,74.8,79.4
6469,5.0,36.0,354.0,48.5,390.0,280.3,544.0,116.0,2709,32,Senne Lynen,midfielder,-5.574606151537885,84.65625,90.0,2880.0,0.15625,1.125,11.0625,1.515625,12.1875,8.759375,17.0,3.6250000000000004,12.4,11.5,37.3,11.0,87.5,75.1,58.8,,40.9,33.5
10431,14.5,112.0,432.0,112.5,283.5,207.8,415.2,78.0,2746,24,Matthias Bader,midfielder,-3.487329650092081,114.41666666666667,90.0,2160.0,0.6041666666666666,4.666666666666667,18.0,4.6875,11.8125,8.658333333333333,17.3,3.2499999999999996,35.4,70.8,67.4,75.6,86.1,73.2,60.7,,69.4,78.7
21598,9.3,93.0,139.0,55.5,46.0,59.7,113.9,19.0,881,11,Sheraldo Becker,forward,17.001734104046243,80.0909090909091,90.0,990.0,0.8454545454545456,8.454545454545453,12.636363636363635,5.045454545454546,4.181818181818182,5.427272727272728,10.354545454545455,1.727272727272727,8.0,84.2,81.9,78.5,,,,,48.7,53.5
1110,1.5,93.0,278.5,52.0,120.5,113.7,166.5,35.5,1281,18,Danny da Costa,midfielder,0.3913385826771653,71.16666666666667,90.0,1620.0,0.08333333333333334,5.166666666666667,15.472222222222223,2.8888888888888893,6.694444444444445,6.316666666666666,9.25,1.9722222222222223,6.7,75.1,55.0,44.0,41.1,48.8,23.9,,48.4,45.2
31458,3.3,19.0,124.0,23.5,92.0,118.4,105.2,29.5,823,11,Patric Pfeiffer,defender,-12.452334152334153,74.81818181818181,90.0,990.0,0.3,1.727272727272727,11.272727272727273,2.1363636363636362,8.363636363636363,10.763636363636364,9.563636363636364,2.681818181818182,,,4.9,,41.2,43.1,12.7,16.7,30.4,28.4
1344,3.5999999999999996,10.0,271.5,39.5,211.0,149.4,441.8,62.5,1988,21,Niklas Dorsch,midfielder,-6.783180428134557,94.66666666666667,90.0,1890.0,0.1714285714285714,0.47619047619047616,12.928571428571427,1.880952380952381,10.047619047619047,7.114285714285714,21.038095238095238,2.976190476190476,13.4,3.3,44.5,19.1,71.7,56.9,70.8,,40.8,33.0
49782,213.20000000000002,176.0,198.5,151.0,119.0,97.10000000000001,251.5,9.0,2182,33,Maximilian Beier,forward,16.817354196301565,66.12121212121212,90.0,2970.0,6.460606060606061,5.333333333333334,6.015151515151515,4.575757575757575,3.606060606060606,2.942424242424243,7.621212121212121,0.2727272727272727,91.0,70.6,41.0,66.0,,,,,77.4,84.2
44884,31.7,19.0,1279.0,250.0,627.0,687.1,770.9,226.5,5038,34,Patrick Mainka,defender,-19.38156948881789,148.1764705882353,90.0,3060.0,0.9323529411764706,0.5588235294117647,37.61764705882353,7.352941176470589,18.441176470588236,20.208823529411763,22.673529411764708,6.661764705882353,,,83.3,,99.0,97.0,60.8,68.6,89.9,96.1
