player_id,total_finishing,total_chance_creation,total_ball_progression,total_dribbling,total_ball_winning,total_defensive_actions,total_passing_accuracy,total_long_passing,total_events,matches_played,player_name,position,season_avg_x,events_per_match,estimated_minutes_per_match,estimated_total_minutes,finishing_per90,chance_creation_per90,ball_progression_per90,dribbling_per90,ball_winning_per90,defensive_actions_per90,passing_accuracy_per90,long_passing_per90,finishing_rating,chance_creation_rating,ball_progression_rating,dribbling_rating,ball_winning_rating,defensive_actions_rating,passing_accuracy_rating,long_passing_rating,overall_rating,within_position_overall,market_value_millions,value_score,expected_rating,rating_vs_expected,value_category
1025,3.1999999999999997,26.0,275.5,43.0,214.0,166.8,505.6,75.5,2250,23,Salih Özcan,midfielder,-3.5898335582546106,97.82608695652173,90.0,2070.0,0.1391304347826087,1.1304347826086956,11.978260869565217,1.8695652173913044,9.304347826086957,7.252173913043479,21.982608695652175,3.282608695652174,10.0,12.0,45.0,23.0,56.4,49.3,74.1,,40.7,33.5,10.0,4.07,33.33333333333333,7.366666666666674, Standard
183,31.0,32.0,610.5,62.5,517.5,390.5,948.8,219.5,4246,31,Julian Weigl,midfielder,-6.666413120988828,136.96774193548387,90.0,2790.0,1.0,1.032258064516129,19.693548387096772,2.0161290322580645,16.693548387096776,12.596774193548388,30.606451612903225,7.080645161290322,49.7,9.6,77.5,26.8,95.2,88.5,86.1,,62.0,67.4,6.0,10.333333333333334,20.0,42.0, Standard
10331,52.8,62.0,351.0,95.5,295.5,216.2,597.5,65.5,3018,28,Grischa Prömel,midfielder,2.1614088304684866,107.78571428571429,90.0,2520.0,1.8857142857142857,2.2142857142857144,12.535714285714286,3.4107142857142856,10.553571428571429,7.721428571428571,21.33928571428571,2.3392857142857144,77.0,35.9,46.4,60.3,66.5,52.1,72.2,,54.4,52.6,8.0,6.8,26.666666666666668,27.73333333333333, Standard
476,59.6,16.0,1099.0,167.5,384.5,580.1,1463.9,120.5,6433,31,Jonathan Tah,midfielder,-9.564716006884682,207.51612903225808,90.0,2790.0,1.9225806451612903,0.5161290322580645,35.45161290322581,5.403225806451613,12.403225806451614,18.712903225806453,47.222580645161294,3.8870967741935485,78.0,3.8,95.2,88.0,80.8,98.5,96.6,,73.6,85.1,30.0,2.453333333333333,95.0,-21.400000000000006," Fair Value (Good Performance, Fair Price)"
42376,31.0,95.0,265.0,101.5,147.0,73.9,274.5,16.0,1736,30,Brenden Aaronson,midfielder,7.586788021139165,57.86666666666667,90.0,2700.0,1.0333333333333332,3.166666666666667,8.833333333333334,3.3833333333333333,4.8999999999999995,2.4633333333333334,9.15,0.5333333333333333,50.7,48.8,28.7,58.8,20.1,5.3,23.4,,33.6,29.2,10.0,3.3600000000000003,33.33333333333333,0.2666666666666728, Standard
9352,53.699999999999996,62.0,65.5,26.0,56.5,52.4,70.0,12.5,819,18,Gonçalo Paciência,forward,11.033875,45.5,90.0,1620.0,2.9833333333333334,3.4444444444444446,3.638888888888889,1.4444444444444446,3.138888888888889,2.911111111111111,3.888888888888889,0.6944444444444444,58.0,44.4,17.1,11.4,,,,,42.6,41.0,2.0,21.3,6.666666666666667,35.93333333333334, Standard
13276,9.5,20.0,308.0,20.5,189.5,326.9,425.0,59.0,2567,20,Sebastiaan Bornauw,defender,-17.31704814522494,128.35,90.0,1800.0,0.47500000000000003,1.0,15.399999999999999,1.0250000000000001,9.475,16.345,21.25,2.95,,,13.7,,36.3,61.8,58.8,19.6,40.8,42.1,4.0,10.2,13.333333333333334,27.46666666666666, Standard
1090,4.6,10.0,135.0,9.5,145.0,160.0,168.4,31.5,1162,10,Stefan Bell,defender,-18.56826923076923,116.2,90.0,900.0,0.45999999999999996,1.0,13.5,0.9500000000000001,14.500000000000002,16.0,16.84,3.1500000000000004,,,8.8,,68.6,57.8,40.2,25.5,48.4,53.9,0.6,80.66666666666667,2.0,46.4, Standard
32214,33.4,23.0,1790.5,252.5,645.5,646.8,1558.6,462.0,7816,33,Nico Schlotterbeck,defender,-14.424069797279959,236.84848484848484,90.0,2970.0,1.012121212121212,0.696969696969697,54.25757575757576,7.651515151515151,19.56060606060606,19.599999999999998,47.230303030303034,14.0,,,98.0,,94.1,77.4,96.1,98.0,90.3,96.5,40.0,2.2575,95.0,-4.700000000000003," Fair Value (Good Performance, Fair Price)"
23350,15.5,33.0,727.0,132.5,232.5,312.0,479.8,145.5,2864,15,Philipp Lienhart,defender,-16.85256140350877,190.93333333333334,90.0,1350.0,1.0333333333333332,2.2,48.46666666666667,8.833333333333334,15.5,20.8,31.986666666666665,9.7,,,96.1,,76.9,82.3,83.3,85.3,83.4,90.7,15.0,5.5600000000000005,50.0,33.400000000000006," Great Value (High Performance, Reasonable Price)"
7910,29.8,29.0,781.0,90.0,208.0,237.5,700.2,170.0,3533,22,Matthijs de Ligt,defender,-11.295389869095048,160.5909090909091,90.0,1980.0,1.3545454545454545,1.3181818181818183,35.5,4.090909090909091,9.454545454545455,10.795454545454545,31.827272727272728,7.727272727272727,,,80.4,,35.3,33.3,82.3,76.5,50.5,56.4,65.0,0.7769230769230769,95.0,-44.5,"  Overpriced (Expensive, Low Performance)"
45033,10.3,0.0,283.0,27.5,164.0,161.8,264.0,45.0,1527,14,Maximilian Bauer,defender,-16.51152317880795,109.07142857142857,90.0,1260.0,0.7357142857142858,0.0,20.214285714285715,1.9642857142857142,11.714285714285715,11.557142857142859,18.857142857142858,3.214285714285714,,,27.4,,48.0,35.3,51.0,27.4,39.3,38.2,2.0,19.65,6.666666666666667,32.63333333333333, Standard
9770,185.4,322.0,241.5,73.0,90.5,132.6,293.2,55.0,2619,33,Marvin Ducksch,forward,13.01993769470405,79.36363636363636,90.0,2970.0,5.618181818181818,9.757575757575758,7.3181818181818175,2.212121212121212,2.7424242424242427,4.018181818181818,8.884848484848485,1.6666666666666665,87.6,86.5,55.8,26.2,,,,,73.4,79.1,9.0,8.155555555555557,30.0,43.400000000000006, Standard
52151,3.5999999999999996,16.0,1483.0,271.5,297.5,414.3,1313.4,194.5,5778,27,Edmond Tapsoba,midfielder,-8.419509650495566,214.0,90.0,2430.0,0.13333333333333333,0.5925925925925926,54.925925925925924,10.055555555555555,11.018518518518519,15.344444444444445,48.644444444444446,7.203703703703703,8.6,4.8,99.0,99.0,69.3,96.1,97.1,,70.8,80.1,45.0,1.5733333333333333,95.0,-24.200000000000003," Fair Value (Good Performance, Fair Price)"
2030,17.4,66.0,273.5,68.0,274.5,220.9,297.2,42.5,1876,23,Lucas Tousart,midfielder,-2.77348938486663,81.56521739130434,90.0,2070.0,0.7565217391304346,2.869565217391304,11.891304347826086,2.956521739130435,11.934782608695652,9.604347826086958,12.921739130434784,1.8478260869565217,39.2,45.9,43.5,53.1,77.0,70.3,39.2,,50.4,46.9,4.5,11.2,15.0,35.4, Standard
2735,322.2,170.0,258.5,192.5,117.5,115.8,224.1,24.5,2298,34,Loïs Openda,forward,17.63112128146453,67.58823529411765,90.0,3060.0,9.476470588235294,5.0,7.602941176470589,5.661764705882353,3.4558823529411766,3.4058823529411764,6.591176470588235,0.7205882352941175,96.7,67.1,60.3,83.1,,,,,83.3,91.0,60.0,1.3883333333333332,95.0,-11.700000000000003," Fair Value (Good Performance, Fair Price)"
31568,0.3,9.0,28.0,11.0,22.0,13.9,55.1,1.5,252,10,Jens Petter Hauge,midfielder,8.4848,25.2,64.8,648.0,0.041666666666666664,1.25,3.888888888888889,1.5277777777777777,3.0555555555555554,1.9305555555555556,7.652777777777778,0.20833333333333331,2.4,14.6,5.7,14.3,6.7,1.4,15.8,,9.6,2.4,,,,, Standard
105937,38.699999999999996,71.0,231.0,134.5,69.5,61.1,221.8,19.0,1609,25,Jamie Gittens,forward,11.907016434892542,64.36,90.0,2250.0,1.5479999999999996,2.8400000000000003,9.24,5.38,2.7800000000000002,2.4440000000000004,8.872,0.7599999999999999,27.3,30.7,74.0,81.9,,,,,41.6,39.3,28.0,1.4857142857142858,93.33333333333333,-51.73333333333333, Standard
6201,0.8999999999999999,10.0,153.0,20.0,121.0,166.3,136.1,29.5,1018,7,Amos Pieper,defender,-14.636795252225518,145.42857142857142,90.0,630.0,0.12857142857142856,1.4285714285714284,21.857142857142858,2.8571428571428568,17.28571428571429,23.757142857142856,19.442857142857143,4.214285714285714,,,37.2,,87.2,95.1,53.9,37.2,73.7,80.4,3.5,21.057142857142857,11.666666666666666,62.03333333333334, Standard
8137,4.1000000000000005,23.0,23.0,4.5,5.0,14.1,24.4,3.5,248,8,Mergim Berisha,forward,11.493697478991596,31.0,79.71428571428571,637.7142857142857,0.5786290322580646,3.245967741935484,3.245967741935484,0.6350806451612904,0.7056451612903227,1.9899193548387097,3.443548387096774,0.49395161290322587,5.7,37.6,11.4,2.3,,,,,14.9,5.7,,,,, Standard
1346,12.9,16.0,586.5,76.0,224.0,335.8,661.9,108.5,3341,24,Lukas Klostermann,defender,-10.983678990081152,139.20833333333334,90.0,2160.0,0.5375,0.6666666666666667,24.437499999999996,3.166666666666667,9.333333333333334,13.991666666666667,27.57916666666667,4.520833333333333,,,48.0,,34.3,49.0,76.5,43.1,46.1,51.0,8.0,5.7625,26.666666666666668,19.433333333333334, Standard
754,0.0,0.0,645.0,75.0,3.0,62.5,292.3,72.5,2611,32,Kevin Trapp,defender,-42.143163538874,81.59375,90.0,2880.0,0.0,0.0,20.15625,2.34375,0.09375,1.953125,9.134375,2.265625,,,26.5,,12.7,8.8,11.8,10.8,14.1,2.0,,,,, Standard
115582,4.9,25.0,93.0,17.0,82.0,81.5,92.2,7.0,734,13,David Jurásek,midfielder,-3.249245541838134,56.46153846153846,90.0,1170.0,0.3769230769230769,1.9230769230769231,7.153846153846153,1.3076923076923077,6.3076923076923075,6.269230769230769,7.092307692307692,0.5384615384615385,24.4,29.7,19.6,10.0,30.6,38.7,13.4,,22.6,15.3,,,,, Standard
